"region","species","year","size_group_1","size_group_2","entity_1_count_mA","entity_2_count_mB","obs_cooccur_X","total_N","p_value","exp_cooccur","alpha_mle","alpha_medianInt","conf_level","ci_blaker","ci_cp","ci_midQ","ci_midP","jaccard","sorensen","simpson","errornote"
"North Sea","Pollachius virens","2006","2","3",14,18,9,198,"7.2812e-08",1.273,3.505,"[3.289, 3.699]",0.95,"[2.146, 4.821]","[2.1, 5.05]","[2.29, 4.805]","[2.233, 4.878]",0.391,0.562,0.643,NA
"North Sea","Pollachius virens","2006","2","4",14,13,10,198,"1.3245e-11",0.919,4.896,"[4.557, 5.192]",0.95,"[3.32, 6.664]","[3.184, 6.981]","[3.446, 6.558]","[3.35, 6.712]",0.588,0.741,0.769,NA
"North Sea","Pollachius virens","2006","2","5",14,11,11,198,"0.0000e+00",0.778,10,"[6.501, 10]",0.95,"[4.704, 10]","[4.492, 10]","[7.246, 9.95]","[4.771, 10]",0.786,0.88,1,NA
"North Sea","Pollachius virens","2006","3","4",18,13,11,198,"6.6418e-12",1.182,4.846,"[4.472, 5.155]",0.95,"[3.11, 6.842]","[3.108, 7.237]","[3.367, 6.689]","[3.27, 6.887]",0.55,0.71,0.846,NA
"North Sea","Pollachius virens","2006","3","5",18,11,8,198,"1.2310e-07",1,3.797,"[3.51, 4.044]",0.95,"[2.353, 5.408]","[2.205, 5.707]","[2.437, 5.342]","[2.359, 5.462]",0.381,0.552,0.727,NA
"North Sea","Pollachius virens","2006","4","5",13,11,9,198,"3.5151e-11",0.722,5.184,"[4.766, 5.55]",0.95,"[3.4, 7.3]","[3.292, 7.702]","[3.599, 7.111]","[3.476, 7.339]",0.6,0.75,0.818,NA
"North Sea","Pollachius virens","2007","1","2",32,21,16,198,"5.5219e-11",3.394,3.435,"[3.26, 3.58]",0.95,"[2.328, 4.599]","[2.24, 4.815]","[2.378, 4.61]","[2.341, 4.664]",0.432,0.604,0.762,NA
"North Sea","Pollachius virens","2007","1","3",32,28,20,198,"0.0000e+00",4.525,3.456,"[3.317, 3.574]",0.95,"[2.436, 4.603]","[2.383, 4.634]","[2.498, 4.483]","[2.47, 4.52]",0.5,0.667,0.714,NA
"North Sea","Pollachius virens","2007","1","4",32,11,9,198,"1.1408e-06",1.778,3.437,"[3.091, 3.711]",0.95,"[1.789, 5.355]","[1.781, 5.747]","[2.016, 5.225]","[1.933, 5.405]",0.265,0.419,0.818,NA
"North Sea","Pollachius virens","2007","1","5",32,9,7,198,"4.4663e-05",1.455,3.106,"[2.75, 3.397]",0.95,"[1.497, 5.055]","[1.377, 5.447]","[1.637, 4.918]","[1.544, 5.103]",0.206,0.341,0.778,NA
"North Sea","Pollachius virens","2007","2","3",21,28,18,198,"0.0000e+00",2.97,4.541,"[4.28, 4.748]",0.95,"[3.146, 6.067]","[3.117, 6.361]","[3.299, 6.019]","[3.241, 6.125]",0.581,0.735,0.857,NA
"North Sea","Pollachius virens","2007","2","4",21,11,9,198,"1.3405e-08",1.167,4.126,"[3.766, 4.42]",0.95,"[2.532, 6.085]","[2.415, 6.478]","[2.667, 5.944]","[2.576, 6.132]",0.391,0.562,0.818,NA
"North Sea","Pollachius virens","2007","2","5",21,9,8,198,"3.3880e-08",0.955,4.623,"[4.037, 5.114]",0.95,"[2.598, 7.774]","[2.504, 8.482]","[2.849, 7.293]","[2.697, 7.795]",0.364,0.533,0.889,NA
"North Sea","Pollachius virens","2007","3","4",28,11,11,198,"6.2027e-11",1.556,10,"[4.961, 10]",0.95,"[3.162, 10]","[3.086, 10]","[6.543, 9.159]","[3.34, 10]",0.393,0.564,1,NA
"North Sea","Pollachius virens","2007","3","5",28,9,9,198,"6.4443e-09",1.273,10,"[4.649, 10]",0.95,"[2.777, 10]","[2.751, 10]","[6.375, 9.006]","[3.011, 10]",0.321,0.486,1,NA
"North Sea","Pollachius virens","2007","4","5",11,9,5,198,"2.1733e-05",0.5,3.575,"[3.274, 3.862]",0.95,"[2.014, 5.184]","[1.807, 5.457]","[2.1, 5.115]","[1.998, 5.235]",0.333,0.5,0.556,NA
"North Sea","Pollachius virens","2008","1","2",20,24,13,198,"1.6745e-09",2.424,3.3,"[3.137, 3.444]",0.95,"[2.166, 4.432]","[2.106, 4.595]","[2.247, 4.417]","[2.21, 4.464]",0.419,0.591,0.65,NA
"North Sea","Pollachius virens","2008","1","3",20,23,13,198,"7.9642e-10",2.323,3.398,"[3.231, 3.546]",0.95,"[2.24, 4.563]","[2.189, 4.714]","[2.333, 4.531]","[2.295, 4.579]",0.433,0.605,0.65,NA
"North Sea","Pollachius virens","2008","1","4",20,16,9,198,"1.2240e-06",1.616,2.96,"[2.784, 3.124]",0.95,"[1.762, 4.164]","[1.671, 4.313]","[1.837, 4.123]","[1.791, 4.175]",0.333,0.5,0.562,NA
"North Sea","Pollachius virens","2008","1","5",20,16,12,198,"3.6091e-11",1.616,4.112,"[3.874, 4.315]",0.95,"[2.802, 5.519]","[2.69, 5.774]","[2.879, 5.49]","[2.82, 5.577]",0.5,0.667,0.75,NA
"North Sea","Pollachius virens","2008","2","3",24,23,15,198,"3.4864e-11",2.788,3.5,"[3.341, 3.639]",0.95,"[2.419, 4.639]","[2.33, 4.776]","[2.465, 4.603]","[2.43, 4.648]",0.469,0.638,0.652,NA
"North Sea","Pollachius virens","2008","2","4",24,16,12,198,"7.1212e-10",1.939,3.702,"[3.482, 3.886]",0.95,"[2.43, 5.047]","[2.342, 5.296]","[2.516, 5.031]","[2.464, 5.108]",0.429,0.6,0.75,NA
"North Sea","Pollachius virens","2008","2","5",24,16,13,198,"1.5051e-11",1.939,4.152,"[3.886, 4.367]",0.95,"[2.806, 5.693]","[2.69, 5.988]","[2.883, 5.642]","[2.821, 5.751]",0.481,0.65,0.812,NA
"North Sea","Pollachius virens","2008","3","4",23,16,10,198,"3.0502e-07",1.859,3.041,"[2.863, 3.201]",0.95,"[1.885, 4.35]","[1.769, 4.412]","[1.929, 4.215]","[1.885, 4.269]",0.345,0.513,0.625,NA
"North Sea","Pollachius virens","2008","3","5",23,16,14,198,"0.0000e+00",1.859,4.823,"[4.468, 5.107]",0.95,"[3.249, 6.767]","[3.167, 7.16]","[3.4, 6.629]","[3.315, 6.815]",0.56,0.718,0.875,NA
"North Sea","Pollachius virens","2008","4","5",16,16,10,198,"2.6476e-09",1.293,3.827,"[3.606, 4.025]",0.95,"[2.49, 5.178]","[2.417, 5.387]","[2.608, 5.138]","[2.55, 5.214]",0.455,0.625,0.625,NA
"North Sea","Pollachius virens","2009","1","2",13,16,8,198,"2.6916e-07",1.051,3.513,"[3.286, 3.721]",0.95,"[2.159, 4.903]","[2.052, 5.104]","[2.257, 4.848]","[2.194, 4.926]",0.381,0.552,0.615,NA
"North Sea","Pollachius virens","2009","1","3",13,15,6,198,"8.2869e-05",0.985,2.784,"[2.578, 2.988]",0.95,"[1.364, 4.19]","[1.31, 4.265]","[1.526, 4.046]","[1.462, 4.111]",0.273,0.429,0.462,NA
"North Sea","Pollachius virens","2009","1","4",13,14,5,198,"8e-04",0.919,2.474,"[2.265, 2.69]",0.95,"[1.158, 3.838]","[0.932, 3.96]","[1.171, 3.743]","[1.099, 3.809]",0.227,0.37,0.385,NA
"North Sea","Pollachius virens","2009","1","5",13,12,5,198,"3e-04",0.788,2.73,"[2.504, 2.959]",0.95,"[1.373, 4.267]","[1.144, 4.287]","[1.393, 4.05]","[1.316, 4.124]",0.25,0.4,0.417,NA
"North Sea","Pollachius virens","2009","2","3",16,15,10,198,"1.0231e-09",1.212,4.008,"[3.77, 4.219]",0.95,"[2.607, 5.513]","[2.552, 5.643]","[2.753, 5.371]","[2.69, 5.456]",0.476,0.645,0.667,NA
"North Sea","Pollachius virens","2009","2","4",16,14,8,198,"6.0402e-07",1.131,3.331,"[3.121, 3.526]",0.95,"[1.988, 4.701]","[1.916, 4.838]","[2.111, 4.607]","[2.053, 4.676]",0.364,0.533,0.571,NA
"North Sea","Pollachius virens","2009","2","5",16,12,8,198,"1.0762e-07",0.97,3.735,"[3.481, 3.962]",0.95,"[2.344, 5.196]","[2.209, 5.455]","[2.428, 5.157]","[2.358, 5.252]",0.4,0.571,0.667,NA
"North Sea","Pollachius virens","2009","3","4",15,14,11,198,"1.3446e-12",1.061,4.984,"[4.649, 5.275]",0.95,"[3.374, 6.742]","[3.293, 7.058]","[3.547, 6.638]","[3.454, 6.79]",0.611,0.759,0.786,NA
"North Sea","Pollachius virens","2009","3","5",15,12,10,198,"9.2695e-12",0.909,5.076,"[4.679, 5.415]",0.95,"[3.413, 7.135]","[3.256, 7.534]","[3.541, 6.963]","[3.43, 7.177]",0.588,0.741,0.833,NA
"North Sea","Pollachius virens","2009","4","5",14,12,7,198,"1.0845e-06",0.848,3.521,"[3.278, 3.747]",0.95,"[2.122, 5.008]","[1.989, 5.17]","[2.214, 4.898]","[2.142, 4.985]",0.368,0.538,0.583,NA
"North Sea","Pollachius virens","2010","1","2",20,12,2,198,"0.6149",1.212,0.62,"[0.345, 0.967]",0.95,"[-1.3, 2.274]","[-1.691, 2.281]","[-1.17, 2.044]","[-1.349, 2.128]",0.067,0.125,0.167,NA
"North Sea","Pollachius virens","2010","1","3",20,24,17,198,"0.0000e+00",2.424,4.843,"[4.564, 5.072]",0.95,"[3.443, 6.427]","[3.352, 6.727]","[3.551, 6.366]","[3.485, 6.483]",0.63,0.773,0.85,NA
"North Sea","Pollachius virens","2010","1","4",20,9,8,198,"2.1078e-08",0.909,4.704,"[4.116, 5.198]",0.95,"[2.667, 7.86]","[2.578, 8.568]","[2.925, 7.377]","[2.772, 7.88]",0.381,0.552,0.889,NA
"North Sea","Pollachius virens","2010","1","5",20,14,12,198,"1.9454e-12",1.414,4.797,"[4.432, 5.094]",0.95,"[3.136, 6.768]","[3.097, 7.162]","[3.344, 6.622]","[3.253, 6.814]",0.545,0.706,0.857,NA
"North Sea","Pollachius virens","2010","2","3",12,24,4,198,"0.0425",1.455,1.412,"[1.217, 1.632]",0.95,"[0.06, 2.759]","[-0.187, 2.838]","[0.076, 2.643]","[-0.001, 2.701]",0.125,0.222,0.333,NA
"North Sea","Pollachius virens","2010","2","4",12,9,3,198,"0.0117",0.545,2.275,"[1.994, 2.58]",0.95,"[0.609, 3.838]","[0.307, 4.02]","[0.685, 3.738]","[0.556, 3.836]",0.167,0.286,0.333,NA
"North Sea","Pollachius virens","2010","2","5",12,14,2,198,"0.2037",0.848,1.057,"[0.766, 1.413]",0.95,"[-0.893, 2.622]","[-1.285, 2.773]","[-0.755, 2.518]","[-0.941, 2.61]",0.083,0.154,0.167,NA
"North Sea","Pollachius virens","2010","3","4",24,9,9,198,"1.2199e-09",1.091,10,"[4.893, 10]",0.95,"[2.997, 10]","[2.984, 10]","[6.492, 9.129]","[3.245, 10]",0.375,0.545,1,NA
"North Sea","Pollachius virens","2010","3","5",24,14,12,198,"4.0327e-11",1.697,4.394,"[4.044, 4.671]",0.95,"[2.818, 6.323]","[2.747, 6.715]","[2.979, 6.189]","[2.896, 6.372]",0.462,0.632,0.857,NA
"North Sea","Pollachius virens","2010","4","5",9,14,7,198,"5.4429e-08",0.636,4.422,"[4.03, 4.761]",0.95,"[2.616, 6.471]","[2.568, 6.868]","[2.866, 6.305]","[2.752, 6.514]",0.438,0.609,0.778,NA
"North Sea","Pollachius virens","2011","1","2",26,18,9,198,"6.5484e-05",2.364,2.24,"[2.099, 2.379]",0.95,"[1.178, 3.33]","[1.06, 3.434]","[1.204, 3.285]","[1.168, 3.322]",0.257,0.409,0.5,NA
"North Sea","Pollachius virens","2011","1","3",26,10,6,198,"4e-04",1.313,2.509,"[2.273, 2.727]",0.95,"[1.031, 3.917]","[0.98, 4.168]","[1.205, 3.89]","[1.136, 3.975]",0.2,0.333,0.6,NA
"North Sea","Pollachius virens","2011","1","4",26,21,9,198,"3e-04",2.758,1.938,"[1.812, 2.066]",0.95,"[0.901, 3.012]","[0.809, 3.053]","[0.943, 2.923]","[0.911, 2.954]",0.237,0.383,0.429,NA
"North Sea","Pollachius virens","2011","1","5",26,9,5,198,"0.0023",1.182,2.281,"[2.034, 2.518]",0.95,"[0.893, 3.726]","[0.664, 3.979]","[0.917, 3.693]","[0.837, 3.783]",0.167,0.286,0.556,NA
"North Sea","Pollachius virens","2011","2","3",18,10,8,198,"3.5235e-08",0.909,4.199,"[3.828, 4.508]",0.95,"[2.574, 6.188]","[2.435, 6.583]","[2.704, 6.039]","[2.604, 6.234]",0.4,0.571,0.8,NA
"North Sea","Pollachius virens","2011","2","4",18,21,13,198,"1.8063e-11",1.909,3.963,"[3.754, 4.144]",0.95,"[2.673, 5.258]","[2.626, 5.483]","[2.796, 5.242]","[2.746, 5.313]",0.5,0.667,0.722,NA
"North Sea","Pollachius virens","2011","2","5",18,9,7,198,"4.8574e-07",0.818,3.977,"[3.603, 4.292]",0.95,"[2.263, 5.976]","[2.182, 6.371]","[2.462, 5.824]","[2.358, 6.021]",0.35,0.519,0.778,NA
"North Sea","Pollachius virens","2011","3","4",10,21,10,198,"1.7412e-11",1.061,10,"[5.301, 10]",0.95,"[3.416, 10]","[3.391, 10]","[6.696, 9.334]","[3.652, 10]",0.476,0.645,1,NA
"North Sea","Pollachius virens","2011","3","5",10,9,7,198,"1.9760e-09",0.455,5.211,"[4.751, 5.626]",0.95,"[3.309, 7.431]","[3.178, 7.839]","[3.532, 7.209]","[3.383, 7.466]",0.583,0.737,0.778,NA
"North Sea","Pollachius virens","2011","4","5",21,9,9,198,"2.7424e-10",0.955,10,"[5.114, 10]",0.95,"[3.262, 10]","[3.193, 10]","[6.597, 9.241]","[3.457, 10]",0.429,0.6,1,NA
"North Sea","Pollachius virens","2012","1","2",21,24,16,198,"0.0000e+00",2.545,4.151,"[3.947, 4.323]",0.95,"[2.896, 5.419]","[2.85, 5.648]","[3.011, 5.413]","[2.964, 5.48]",0.552,0.711,0.762,NA
"North Sea","Pollachius virens","2012","1","3",21,12,12,198,"0.0000e+00",1.273,10,"[5.667, 10]",0.95,"[3.818, 10]","[3.766, 10]","[6.883, 9.516]","[4.025, 10]",0.571,0.727,1,NA
"North Sea","Pollachius virens","2012","1","4",21,9,8,198,"3.3880e-08",0.955,4.623,"[4.037, 5.114]",0.95,"[2.598, 7.774]","[2.504, 8.482]","[2.849, 7.293]","[2.697, 7.795]",0.364,0.533,0.889,NA
"North Sea","Pollachius virens","2012","1","5",21,14,12,198,"4.4884e-12",1.485,4.682,"[4.322, 4.972]",0.95,"[3.048, 6.639]","[2.999, 7.032]","[3.241, 6.497]","[3.153, 6.686]",0.522,0.686,0.857,NA
"North Sea","Pollachius virens","2012","2","3",24,12,12,198,"5.0127e-13",1.455,10,"[5.393, 10]",0.95,"[3.584, 10]","[3.511, 10]","[6.756, 9.377]","[3.766, 10]",0.5,0.667,1,NA
"North Sea","Pollachius virens","2012","2","4",24,9,8,198,"1.2062e-07",1.091,4.409,"[3.827, 4.893]",0.95,"[2.412, 7.55]","[2.307, 8.258]","[2.645, 7.073]","[2.498, 7.571]",0.32,0.485,0.889,NA
"North Sea","Pollachius virens","2012","2","5",24,14,11,198,"2.1520e-09",1.697,3.827,"[3.562, 4.044]",0.95,"[2.447, 5.368]","[2.352, 5.663]","[2.55, 5.318]","[2.486, 5.426]",0.407,0.579,0.786,NA
"North Sea","Pollachius virens","2012","3","4",12,9,7,198,"1.2800e-08",0.545,4.742,"[4.329, 5.105]",0.95,"[2.847, 6.843]","[2.829, 7.244]","[3.145, 6.66]","[3.02, 6.884]",0.5,0.667,0.778,NA
"North Sea","Pollachius virens","2012","3","5",12,14,10,198,"3.1237e-12",0.848,5.282,"[4.868, 5.642]",0.95,"[3.55, 7.387]","[3.414, 7.788]","[3.713, 7.201]","[3.593, 7.427]",0.625,0.769,0.833,NA
"North Sea","Pollachius virens","2012","4","5",9,14,8,198,"5.1741e-10",0.636,5.373,"[4.761, 5.905]",0.95,"[3.201, 8.584]","[3.164, 9.294]","[3.543, 8.081]","[3.371, 8.604]",0.533,0.696,0.889,NA
"North Sea","Pollachius virens","2013","1","2",45,15,12,198,"1.4152e-06",3.409,2.879,"[2.635, 3.069]",0.95,"[1.505, 4.352]","[1.498, 4.642]","[1.671, 4.317]","[1.619, 4.413]",0.25,0.4,0.8,NA
"North Sea","Pollachius virens","2013","1","3",45,41,34,198,"0.0000e+00",9.318,4.119,"[3.975, 4.236]",0.95,"[3.057, 5.189]","[3.056, 5.327]","[3.166, 5.167]","[3.139, 5.206]",0.654,0.791,0.829,NA
"North Sea","Pollachius virens","2013","1","4",45,28,24,198,"0.0000e+00",6.364,3.718,"[3.528, 3.861]",0.95,"[2.571, 4.951]","[2.528, 5.19]","[2.66, 4.954]","[2.624, 5.017]",0.49,0.658,0.857,NA
"North Sea","Pollachius virens","2013","1","5",45,21,17,198,"2.2798e-09",4.773,3.094,"[2.903, 3.242]",0.95,"[1.882, 4.335]","[1.882, 4.574]","[2.02, 4.337]","[1.982, 4.401]",0.347,0.515,0.81,NA
"North Sea","Pollachius virens","2013","2","3",15,41,14,198,"4.4725e-10",3.106,4.361,"[3.805, 4.799]",0.95,"[2.488, 7.436]","[2.406, 8.143]","[2.691, 6.98]","[2.57, 7.459]",0.333,0.5,0.933,NA
"North Sea","Pollachius virens","2013","2","4",15,28,12,198,"1.9994e-09",2.121,3.69,"[3.433, 3.896]",0.95,"[2.365, 5.204]","[2.256, 5.497]","[2.443, 5.159]","[2.384, 5.263]",0.387,0.558,0.8,NA
"North Sea","Pollachius virens","2013","2","5",15,21,13,198,"0.0000e+00",1.591,4.871,"[4.508, 5.164]",0.95,"[3.242, 6.835]","[3.185, 7.229]","[3.427, 6.691]","[3.338, 6.881]",0.565,0.722,0.867,NA
"North Sea","Pollachius virens","2013","3","4",41,28,26,198,"0.0000e+00",5.798,4.847,"[4.518, 5.089]",0.95,"[3.385, 6.709]","[3.326, 7.099]","[3.519, 6.592]","[3.453, 6.761]",0.605,0.754,0.929,NA
"North Sea","Pollachius virens","2013","3","5",41,21,21,198,"0.0000e+00",4.348,10,"[5.39, 10]",0.95,"[3.712, 10]","[3.583, 10]","[6.792, 9.366]","[3.822, 10]",0.512,0.677,1,NA
"North Sea","Pollachius virens","2013","4","5",28,21,16,198,"3.0637e-12",2.97,3.738,"[3.553, 3.892]",0.95,"[2.586, 4.936]","[2.505, 5.156]","[2.651, 4.941]","[2.611, 5]",0.485,0.653,0.762,NA
"North Sea","Pollachius virens","2014","1","2",27,29,15,198,"4.3006e-08",3.955,2.616,"[2.5, 2.723]",0.95,"[1.64, 3.635]","[1.599, 3.677]","[1.706, 3.555]","[1.682, 3.583]",0.366,0.536,0.556,NA
"North Sea","Pollachius virens","2014","1","3",27,19,10,198,"1.7541e-05",2.591,2.338,"[2.201, 2.47]",0.95,"[1.203, 3.401]","[1.192, 3.512]","[1.327, 3.367]","[1.294, 3.403]",0.278,0.435,0.526,NA
"North Sea","Pollachius virens","2014","1","4",27,15,7,198,"0.0012",2.045,1.948,"[1.791, 2.107]",0.95,"[0.78, 3.179]","[0.666, 3.216]","[0.835, 3.051]","[0.791, 3.095]",0.2,0.333,0.467,NA
"North Sea","Pollachius virens","2014","1","5",27,16,7,198,"0.002",2.182,1.825,"[1.677, 1.979]",0.95,"[0.67, 2.952]","[0.566, 3.054]","[0.731, 2.9]","[0.689, 2.94]",0.194,0.326,0.438,NA
"North Sea","Pollachius virens","2014","2","3",29,19,18,198,"0.0000e+00",2.783,5.54,"[4.973, 5.997]",0.95,"[3.617, 8.643]","[3.548, 9.351]","[3.846, 8.177]","[3.717, 8.665]",0.6,0.75,0.947,NA
"North Sea","Pollachius virens","2014","2","4",29,15,14,198,"1.0476e-12",2.197,4.998,"[4.433, 5.452]",0.95,"[3.055, 8.097]","[3.004, 8.805]","[3.303, 7.633]","[3.174, 8.119]",0.467,0.636,0.933,NA
"North Sea","Pollachius virens","2014","2","5",29,16,13,198,"3.8244e-10",2.343,3.763,"[3.509, 3.965]",0.95,"[2.403, 5.269]","[2.345, 5.561]","[2.527, 5.226]","[2.471, 5.328]",0.406,0.578,0.812,NA
"North Sea","Pollachius virens","2014","3","4",19,15,14,198,"0.0000e+00",1.439,6.06,"[5.459, 6.577]",0.95,"[4.081, 9.25]","[3.926, 9.959]","[4.276, 8.753]","[4.117, 9.27]",0.7,0.824,0.933,NA
"North Sea","Pollachius virens","2014","3","5",19,16,13,198,"0.0000e+00",1.535,4.751,"[4.455, 5]",0.95,"[3.262, 6.387]","[3.187, 6.69]","[3.407, 6.313]","[3.332, 6.44]",0.591,0.743,0.812,NA
"North Sea","Pollachius virens","2014","4","5",15,16,11,198,"1.5439e-11",1.212,4.493,"[4.219, 4.732]",0.95,"[2.999, 6.023]","[2.953, 6.294]","[3.171, 5.969]","[3.098, 6.077]",0.55,0.71,0.733,NA
"North Sea","Pollachius virens","2015","1","2",15,17,3,198,"0.125",1.288,1.096,"[0.883, 1.356]",0.95,"[-0.429, 2.502]","[-0.721, 2.571]","[-0.382, 2.372]","[-0.487, 2.435]",0.103,0.188,0.2,NA
"North Sea","Pollachius virens","2015","1","3",15,25,5,198,"0.0267",1.894,1.394,"[1.231, 1.577]",0.95,"[0.197, 2.569]","[-0.019, 2.683]","[0.19, 2.52]","[0.133, 2.564]",0.143,0.25,0.333,NA
"North Sea","Pollachius virens","2015","1","4",15,16,2,198,"0.6157",1.212,0.615,"[0.344, 0.959]",0.95,"[-1.297, 2.213]","[-1.688, 2.257]","[-1.169, 2.026]","[-1.347, 2.108]",0.069,0.129,0.133,NA
"North Sea","Pollachius virens","2015","1","5",15,17,0,198,"0.3718",1.288,-10,"[-10, -0.746]",0.95,"[-10, 1.007]","[-10, 1.108]","[-7.049, -4.446]","[-10, 0.859]",0,0,0,NA
"North Sea","Pollachius virens","2015","2","3",17,25,15,198,"0.0000e+00",2.146,4.781,"[4.431, 5.057]",0.95,"[3.253, 6.709]","[3.15, 7.102]","[3.376, 6.575]","[3.295, 6.758]",0.556,0.714,0.882,NA
"North Sea","Pollachius virens","2015","2","4",17,16,11,198,"1.3428e-10",1.374,4.096,"[3.862, 4.302]",0.95,"[2.749, 5.584]","[2.663, 5.718]","[2.857, 5.449]","[2.797, 5.533]",0.5,0.667,0.688,NA
"North Sea","Pollachius virens","2015","2","5",17,17,10,198,"1.4622e-08",1.46,3.519,"[3.322, 3.698]",0.95,"[2.278, 4.957]","[2.179, 4.97]","[2.354, 4.753]","[2.303, 4.816]",0.417,0.588,0.588,NA
"North Sea","Pollachius virens","2015","3","4",25,16,14,198,"4.6341e-13",2.02,4.623,"[4.275, 4.897]",0.95,"[3.091, 6.547]","[2.993, 6.939]","[3.219, 6.414]","[3.139, 6.596]",0.519,0.683,0.875,NA
"North Sea","Pollachius virens","2015","3","5",25,17,13,198,"1.2480e-10",2.146,3.775,"[3.557, 3.956]",0.95,"[2.439, 5.112]","[2.432, 5.36]","[2.601, 5.097]","[2.551, 5.173]",0.448,0.619,0.765,NA
"North Sea","Pollachius virens","2015","4","5",16,17,11,198,"1.3428e-10",1.374,4.096,"[3.862, 4.302]",0.95,"[2.749, 5.584]","[2.663, 5.718]","[2.857, 5.449]","[2.797, 5.533]",0.5,0.667,0.688,NA
"North Sea","Pollachius virens","2016","1","2",30,34,15,198,"4.6862e-06",5.152,2.044,"[1.947, 2.136]",0.95,"[1.18, 2.972]","[1.103, 3.002]","[1.197, 2.903]","[1.177, 2.923]",0.306,0.469,0.5,NA
"North Sea","Pollachius virens","2016","1","3",30,41,20,198,"1.8244e-09",6.212,2.617,"[2.511, 2.711]",0.95,"[1.69, 3.582]","[1.669, 3.631]","[1.762, 3.518]","[1.742, 3.542]",0.392,0.563,0.667,NA
"North Sea","Pollachius virens","2016","1","4",30,25,10,198,"0.001",3.788,1.617,"[1.51, 1.729]",0.95,"[0.632, 2.634]","[0.573, 2.639]","[0.69, 2.529]","[0.664, 2.554]",0.222,0.364,0.4,NA
"North Sea","Pollachius virens","2016","1","5",30,21,6,198,"0.1003",3.182,0.93,"[0.803, 1.078]",0.95,"[-0.166, 1.97]","[-0.311, 2.054]","[-0.144, 1.928]","[-0.185, 1.959]",0.133,0.235,0.286,NA
"North Sea","Pollachius virens","2016","2","3",34,41,27,198,"0.0000e+00",7.04,3.683,"[3.545, 3.796]",0.95,"[2.666, 4.756]","[2.637, 4.861]","[2.745, 4.709]","[2.72, 4.745]",0.562,0.72,0.794,NA
"North Sea","Pollachius virens","2016","2","4",34,25,22,198,"0.0000e+00",4.293,4.531,"[4.28, 4.724]",0.95,"[3.228, 6.022]","[3.156, 6.314]","[3.325, 5.981]","[3.273, 6.082]",0.595,0.746,0.88,NA
"North Sea","Pollachius virens","2016","2","5",34,21,17,198,"6.1229e-12",3.606,3.651,"[3.45, 3.81]",0.95,"[2.487, 4.926]","[2.396, 5.168]","[2.543, 4.922]","[2.502, 4.99]",0.447,0.618,0.81,NA
"North Sea","Pollachius virens","2016","3","4",41,25,20,198,"5.7988e-12",5.177,3.336,"[3.171, 3.466]",0.95,"[2.244, 4.455]","[2.202, 4.666]","[2.326, 4.472]","[2.294, 4.521]",0.435,0.606,0.8,NA
"North Sea","Pollachius virens","2016","3","5",41,21,16,198,"7.2843e-09",4.348,2.944,"[2.778, 3.078]",0.95,"[1.797, 4.071]","[1.79, 4.282]","[1.919, 4.087]","[1.886, 4.137]",0.348,0.516,0.762,NA
"North Sea","Pollachius virens","2016","4","5",25,21,15,198,"1.0070e-11",2.652,3.684,"[3.508, 3.835]",0.95,"[2.535, 5.006]","[2.464, 5.047]","[2.609, 4.85]","[2.569, 4.903]",0.484,0.652,0.714,NA
"North Sea","Pollachius virens","2017","1","2",55,50,39,198,"0.0000e+00",13.889,3.346,"[3.246, 3.429]",0.95,"[2.477, 4.236]","[2.458, 4.317]","[2.539, 4.211]","[2.522, 4.233]",0.591,0.743,0.78,NA
"North Sea","Pollachius virens","2017","1","3",55,32,26,198,"4.5461e-12",8.889,2.997,"[2.861, 3.102]",0.95,"[2.007, 4.012]","[1.98, 4.175]","[2.082, 4.02]","[2.058, 4.055]",0.426,0.598,0.812,NA
"North Sea","Pollachius virens","2017","1","4",55,28,20,198,"2.2167e-07",7.778,2.251,"[2.138, 2.345]",0.95,"[1.319, 3.174]","[1.293, 3.302]","[1.387, 3.179]","[1.367, 3.205]",0.317,0.482,0.714,NA
"North Sea","Pollachius virens","2017","1","5",55,29,23,198,"4.0267e-10",8.056,2.778,"[2.642, 2.885]",0.95,"[1.768, 3.797]","[1.754, 3.959]","[1.857, 3.804]","[1.833, 3.84]",0.377,0.548,0.793,NA
"North Sea","Pollachius virens","2017","2","3",50,32,32,198,"0.0000e+00",8.081,10,"[5.856, 10]",0.95,"[4.082, 10]","[4.066, 10]","[7.033, 9.597]","[4.3, 10]",0.64,0.78,1,NA
"North Sea","Pollachius virens","2017","2","4",50,28,27,198,"0.0000e+00",7.071,5.112,"[4.565, 5.532]",0.95,"[3.236, 8.162]","[3.22, 8.869]","[3.483, 7.714]","[3.372, 8.185]",0.529,0.692,0.964,NA
"North Sea","Pollachius virens","2017","2","5",50,29,28,198,"0.0000e+00",7.323,5.191,"[4.644, 5.612]",0.95,"[3.316, 8.242]","[3.299, 8.949]","[3.562, 7.793]","[3.451, 8.265]",0.549,0.709,0.966,NA
"North Sea","Pollachius virens","2017","3","4",32,28,25,198,"0.0000e+00",4.525,5.178,"[4.906, 5.396]",0.95,"[3.766, 6.738]","[3.729, 7.036]","[3.916, 6.682]","[3.855, 6.795]",0.714,0.833,0.893,NA
"North Sea","Pollachius virens","2017","3","5",32,29,25,198,"0.0000e+00",4.687,4.894,"[4.665, 5.08]",0.95,"[3.62, 6.268]","[3.55, 6.522]","[3.717, 6.244]","[3.666, 6.327]",0.694,0.82,0.862,NA
