"region","species","year","size_group_1","size_group_2","entity_1_count_mA","entity_2_count_mB","obs_cooccur_X","total_N","p_value","exp_cooccur","alpha_mle","alpha_medianInt","conf_level","ci_blaker","ci_cp","ci_midQ","ci_midP","jaccard","sorensen","simpson","errornote"
"Eastern Bering Sea","Gadus chalcogrammus","2012","1","4",110,83,59,184,"0.0064",49.62,0.875,"[0.824, 0.921]",0.95,"[0.257, 1.505]","[0.224, 1.544]","[0.271, 1.493]","[0.263, 1.501]",0.44,0.611,0.711,NA
"Eastern Bering Sea","Gadus chalcogrammus","2012","1","5",110,103,69,184,"0.0337",61.576,0.679,"[0.632, 0.724]",0.95,"[0.07, 1.307]","[0.041, 1.326]","[0.087, 1.278]","[0.08, 1.285]",0.479,0.648,0.67,NA
"Eastern Bering Sea","Gadus chalcogrammus","2012","2","3",140,73,72,184,"2.0752e-10",55.543,3.805,"[3.27, 4.204]",0.95,"[2.052, 6.824]","[1.976, 7.531]","[2.218, 6.386]","[2.117, 6.848]",0.511,0.676,0.986,NA
"Eastern Bering Sea","Gadus chalcogrammus","2012","2","4",140,83,81,184,"3.6577e-11",63.152,3.347,"[3.038, 3.556]",0.95,"[1.978, 5.142]","[1.934, 5.528]","[2.098, 5.041]","[2.044, 5.197]",0.57,0.726,0.976,NA
"Eastern Bering Sea","Gadus chalcogrammus","2012","2","5",140,103,100,184,"0.0000e+00",78.37,3.511,"[3.288, 3.663]",0.95,"[2.346, 4.9]","[2.285, 5.185]","[2.418, 4.88]","[2.38, 4.965]",0.699,0.823,0.971,NA
"Eastern Bering Sea","Gadus chalcogrammus","2012","3","4",73,83,60,184,"0.0000e+00",32.929,2.85,"[2.77, 2.916]",0.95,"[2.083, 3.636]","[2.06, 3.705]","[2.125, 3.622]","[2.113, 3.637]",0.625,0.769,0.822,NA
"Eastern Bering Sea","Gadus chalcogrammus","2012","3","5",73,103,64,184,"0.0000e+00",40.864,2.559,"[2.466, 2.629]",0.95,"[1.742, 3.43]","[1.73, 3.491]","[1.8, 3.391]","[1.786, 3.41]",0.571,0.727,0.877,NA
"Eastern Bering Sea","Gadus chalcogrammus","2012","4","5",83,103,82,184,"0.0000e+00",46.462,5.701,"[5.159, 6.112]",0.95,"[3.898, 8.737]","[3.842, 9.444]","[4.094, 8.293]","[3.988, 8.761]",0.788,0.882,0.988,NA
"Eastern Bering Sea","Gadus chalcogrammus","2013","1","2",148,138,127,184,"1.8228e-10",111,2.599,"[2.501, 2.684]",0.95,"[1.763, 3.464]","[1.699, 3.563]","[1.783, 3.46]","[1.766, 3.481]",0.799,0.888,0.92,NA
"Eastern Bering Sea","Gadus chalcogrammus","2013","1","3",148,63,60,184,"1e-04",50.674,2.007,"[1.784, 2.159]",0.95,"[0.853, 3.395]","[0.779, 3.679]","[0.912, 3.375]","[0.874, 3.46]",0.397,0.569,0.952,NA
"Eastern Bering Sea","Gadus chalcogrammus","2013","1","4",148,96,86,184,"0.0014",77.217,1.276,"[1.186, 1.35]",0.95,"[0.459, 2.105]","[0.43, 2.193]","[0.504, 2.097]","[0.49, 2.116]",0.544,0.705,0.896,NA
"Eastern Bering Sea","Gadus chalcogrammus","2013","1","5",148,90,81,184,"0.0015",72.391,1.282,"[1.186, 1.359]",0.95,"[0.44, 2.178]","[0.416, 2.234]","[0.493, 2.13]","[0.478, 2.151]",0.516,0.681,0.9,NA
"Eastern Bering Sea","Gadus chalcogrammus","2013","2","3",138,63,60,184,"1.5005e-06",47.25,2.39,"[2.17, 2.539]",0.95,"[1.181, 3.77]","[1.178, 4.054]","[1.307, 3.752]","[1.27, 3.835]",0.426,0.597,0.952,NA
"Eastern Bering Sea","Gadus chalcogrammus","2013","2","4",138,96,94,184,"0.0000e+00",72,3.83,"[3.521, 4.041]",0.95,"[2.453, 5.629]","[2.413, 6.015]","[2.578, 5.527]","[2.524, 5.684]",0.671,0.803,0.979,NA
"Eastern Bering Sea","Gadus chalcogrammus","2013","2","5",138,90,88,184,"0.0000e+00",67.5,3.639,"[3.33, 3.849]",0.95,"[2.268, 5.435]","[2.225, 5.822]","[2.389, 5.334]","[2.335, 5.49]",0.629,0.772,0.978,NA
"Eastern Bering Sea","Gadus chalcogrammus","2013","3","4",63,96,46,184,"4.8363e-05",32.87,1.338,"[1.278, 1.391]",0.95,"[0.654, 2.053]","[0.638, 2.074]","[0.691, 2.012]","[0.683, 2.022]",0.407,0.579,0.73,NA
"Eastern Bering Sea","Gadus chalcogrammus","2013","3","5",63,90,49,184,"1.3254e-08",30.815,1.91,"[1.84, 1.967]",0.95,"[1.202, 2.666]","[1.171, 2.7]","[1.229, 2.628]","[1.219, 2.64]",0.471,0.641,0.778,NA
"Eastern Bering Sea","Gadus chalcogrammus","2013","4","5",96,90,81,184,"0.0000e+00",46.957,3.823,"[3.713, 3.91]",0.95,"[2.926, 4.77]","[2.906, 4.851]","[2.99, 4.732]","[2.972, 4.757]",0.771,0.871,0.9,NA
"Eastern Bering Sea","Gadus chalcogrammus","2014","1","2",139,148,125,184,"1.1552e-07",111.804,2.129,"[2.041, 2.207]",0.95,"[1.312, 2.969]","[1.265, 3.029]","[1.344, 2.939]","[1.329, 2.957]",0.772,0.871,0.899,NA
"Eastern Bering Sea","Gadus chalcogrammus","2014","1","3",139,72,67,184,"3.8527e-06",54.391,1.998,"[1.853, 2.1]",0.95,"[1.048, 3.031]","[0.989, 3.234]","[1.086, 3.06]","[1.063, 3.1]",0.465,0.635,0.931,NA
"Eastern Bering Sea","Gadus chalcogrammus","2014","1","4",139,111,94,184,"7e-04",83.853,1.228,"[1.162, 1.288]",0.95,"[0.499, 1.979]","[0.481, 2.001]","[0.542, 1.934]","[0.532, 1.945]",0.603,0.752,0.847,NA
"Eastern Bering Sea","Gadus chalcogrammus","2014","1","5",139,132,112,184,"7.6207e-06",99.717,1.635,"[1.565, 1.7]",0.95,"[0.912, 2.381]","[0.859, 2.431]","[0.925, 2.36]","[0.913, 2.372]",0.704,0.827,0.848,NA
"Eastern Bering Sea","Gadus chalcogrammus","2014","2","3",148,72,69,184,"8.4299e-06",57.913,2.253,"[2.031, 2.405]",0.95,"[1.104, 3.64]","[1.028, 3.924]","[1.16, 3.62]","[1.123, 3.705]",0.457,0.627,0.958,NA
"Eastern Bering Sea","Gadus chalcogrammus","2014","2","4",148,111,102,184,"2.3604e-06",89.283,1.884,"[1.786, 1.963]",0.95,"[1.025, 2.799]","[1.007, 2.847]","[1.086, 2.741]","[1.071, 2.762]",0.65,0.788,0.919,NA
"Eastern Bering Sea","Gadus chalcogrammus","2014","2","5",148,132,124,184,"3.3505e-12",106.174,2.872,"[2.758, 2.964]",0.95,"[1.981, 3.795]","[1.926, 3.924]","[2.016, 3.8]","[1.997, 3.827]",0.795,0.886,0.939,NA
"Eastern Bering Sea","Gadus chalcogrammus","2014","3","4",72,111,64,184,"7.5156e-11",43.435,2.39,"[2.29, 2.464]",0.95,"[1.539, 3.268]","[1.537, 3.364]","[1.61, 3.255]","[1.595, 3.276]",0.538,0.699,0.889,NA
"Eastern Bering Sea","Gadus chalcogrammus","2014","3","5",72,132,68,184,"1.0025e-08",51.652,2.534,"[2.361, 2.652]",0.95,"[1.496, 3.696]","[1.448, 3.929]","[1.557, 3.71]","[1.529, 3.765]",0.5,0.667,0.944,NA
"Eastern Bering Sea","Gadus chalcogrammus","2014","4","5",111,132,107,184,"0.0000e+00",79.63,3.908,"[3.728, 4.037]",0.95,"[2.802, 5.101]","[2.783, 5.337]","[2.9, 5.11]","[2.869, 5.169]",0.787,0.881,0.964,NA
"Eastern Bering Sea","Gadus chalcogrammus","2015","1","2",153,154,145,184,"0.0000e+00",128.054,3.744,"[3.593, 3.872]",0.95,"[2.67, 4.862]","[2.631, 4.983]","[2.753, 4.817]","[2.722, 4.859]",0.895,0.945,0.948,NA
"Eastern Bering Sea","Gadus chalcogrammus","2015","1","3",153,131,127,184,"0.0000e+00",108.929,3.468,"[3.283, 3.604]",0.95,"[2.372, 4.681]","[2.306, 4.919]","[2.431, 4.687]","[2.398, 4.748]",0.809,0.894,0.969,NA
"Eastern Bering Sea","Gadus chalcogrammus","2015","1","4",153,88,87,184,"4.7984e-09",73.174,3.664,"[3.126, 4.068]",0.95,"[1.875, 6.69]","[1.817, 7.397]","[2.065, 6.25]","[1.962, 6.714]",0.565,0.722,0.989,NA
"Eastern Bering Sea","Gadus chalcogrammus","2015","1","5",153,120,120,184,"0.0000e+00",99.783,10,"[5.038, 10]",0.95,"[3.312, 10]","[3.27, 10]","[6.635, 9.185]","[3.5, 10]",0.784,0.879,1,NA
"Eastern Bering Sea","Gadus chalcogrammus","2015","2","3",154,131,123,184,"3.2174e-08",109.641,2.372,"[2.259, 2.466]",0.95,"[1.454, 3.294]","[1.418, 3.424]","[1.511, 3.3]","[1.491, 3.327]",0.759,0.863,0.939,NA
"Eastern Bering Sea","Gadus chalcogrammus","2015","2","4",154,88,84,184,"3.5482e-05",73.652,2.044,"[1.867, 2.171]",0.95,"[0.922, 3.228]","[0.921, 3.463]","[1.038, 3.239]","[1.007, 3.296]",0.532,0.694,0.955,NA
"Eastern Bering Sea","Gadus chalcogrammus","2015","2","5",154,120,112,184,"3.4650e-06",100.435,1.98,"[1.87, 2.07]",0.95,"[1.091, 2.892]","[1.044, 3.013]","[1.133, 2.893]","[1.114, 2.918]",0.691,0.818,0.933,NA
"Eastern Bering Sea","Gadus chalcogrammus","2015","3","4",131,88,79,184,"8.8903e-08",62.652,1.994,"[1.902, 2.065]",0.95,"[1.168, 2.859]","[1.163, 2.924]","[1.234, 2.824]","[1.22, 2.843]",0.564,0.721,0.898,NA
"Eastern Bering Sea","Gadus chalcogrammus","2015","3","5",131,120,106,184,"5.0603e-12",85.435,2.451,"[2.373, 2.517]",0.95,"[1.671, 3.236]","[1.66, 3.295]","[1.726, 3.214]","[1.714, 3.229]",0.731,0.845,0.883,NA
"Eastern Bering Sea","Gadus chalcogrammus","2015","4","5",88,120,78,184,"7.3770e-11",57.391,2.292,"[2.206, 2.358]",0.95,"[1.509, 3.107]","[1.488, 3.183]","[1.554, 3.091]","[1.542, 3.108]",0.6,0.75,0.886,NA
"Eastern Bering Sea","Gadus chalcogrammus","2016","1","2",159,147,145,184,"0.0000e+00",127.027,4.724,"[4.392, 4.972]",0.95,"[3.224, 6.597]","[3.183, 6.987]","[3.382, 6.477]","[3.313, 6.649]",0.901,0.948,0.986,NA
"Eastern Bering Sea","Gadus chalcogrammus","2016","1","3",159,88,88,184,"1.6656e-08",76.043,10,"[3.764, 10]",0.95,"[2.041, 10]","[1.999, 10]","[6, 8.547]","[2.229, 10]",0.553,0.713,1,NA
"Eastern Bering Sea","Gadus chalcogrammus","2016","1","4",159,117,115,184,"7.6238e-10",101.103,3.384,"[3.068, 3.607]",0.95,"[2.011, 5.206]","[1.921, 5.593]","[2.099, 5.099]","[2.04, 5.259]",0.714,0.833,0.983,NA
"Eastern Bering Sea","Gadus chalcogrammus","2016","1","5",159,136,135,184,"0.0000e+00",117.522,4.868,"[4.32, 5.291]",0.95,"[2.973, 7.921]","[2.968, 8.629]","[3.234, 7.473]","[3.122, 7.945]",0.844,0.915,0.993,NA
"Eastern Bering Sea","Gadus chalcogrammus","2016","2","3",147,88,82,184,"1.4256e-05",70.304,1.865,"[1.738, 1.959]",0.95,"[0.95, 2.818]","[0.899, 3]","[0.991, 2.854]","[0.97, 2.886]",0.536,0.698,0.932,NA
"Eastern Bering Sea","Gadus chalcogrammus","2016","2","4",147,117,113,184,"0.0000e+00",93.473,3.289,"[3.11, 3.417]",0.95,"[2.171, 4.479]","[2.162, 4.715]","[2.279, 4.489]","[2.249, 4.547]",0.748,0.856,0.966,NA
"Eastern Bering Sea","Gadus chalcogrammus","2016","2","5",147,136,126,184,"1.0119e-11",108.652,2.762,"[2.659, 2.848]",0.95,"[1.912, 3.687]","[1.851, 3.749]","[1.936, 3.64]","[1.919, 3.663]",0.803,0.89,0.926,NA
"Eastern Bering Sea","Gadus chalcogrammus","2016","3","4",88,117,77,184,"4.6205e-11",55.957,2.268,"[2.188, 2.332]",0.95,"[1.516, 3.093]","[1.485, 3.128]","[1.549, 3.043]","[1.537, 3.058]",0.602,0.751,0.875,NA
"Eastern Bering Sea","Gadus chalcogrammus","2016","3","5",88,136,80,184,"3.0292e-07",65.043,1.955,"[1.855, 2.032]",0.95,"[1.138, 2.838]","[1.09, 2.937]","[1.166, 2.826]","[1.151, 2.848]",0.556,0.714,0.909,NA
"Eastern Bering Sea","Gadus chalcogrammus","2016","4","5",117,136,98,184,"1e-04",86.478,1.362,"[1.298, 1.42]",0.95,"[0.651, 2.1]","[0.626, 2.12]","[0.685, 2.055]","[0.675, 2.066]",0.632,0.775,0.838,NA
"Eastern Bering Sea","Gadus chalcogrammus","2017","1","2",119,160,118,184,"3.5993e-11",103.478,4.147,"[3.604, 4.561]",0.95,"[2.294, 7.188]","[2.27, 7.895]","[2.528, 6.743]","[2.42, 7.211]",0.733,0.846,0.992,NA
"Eastern Bering Sea","Gadus chalcogrammus","2017","1","3",119,137,105,184,"1.5022e-08",88.603,2.032,"[1.956, 2.097]",0.95,"[1.256, 2.858]","[1.249, 2.862]","[1.314, 2.784]","[1.302, 2.798]",0.695,0.82,0.882,NA
"Eastern Bering Sea","Gadus chalcogrammus","2017","1","4",119,81,70,184,"3.0464e-08",52.386,1.937,"[1.857, 1.999]",0.95,"[1.194, 2.747]","[1.16, 2.789]","[1.223, 2.705]","[1.211, 2.72]",0.538,0.7,0.864,NA
"Eastern Bering Sea","Gadus chalcogrammus","2017","1","5",119,133,101,184,"6.8444e-07",86.016,1.744,"[1.678, 1.803]",0.95,"[1.031, 2.491]","[1.002, 2.517]","[1.062, 2.449]","[1.051, 2.461]",0.669,0.802,0.849,NA
"Eastern Bering Sea","Gadus chalcogrammus","2017","2","3",160,137,137,184,"0.0000e+00",119.13,10,"[5.257, 10]",0.95,"[3.47, 10]","[3.464, 10]","[6.732, 9.298]","[3.699, 10]",0.856,0.923,1,NA
"Eastern Bering Sea","Gadus chalcogrammus","2017","2","4",160,81,81,184,"2.4740e-07",70.435,10,"[3.535, 10]",0.95,"[1.807, 10]","[1.768, 10]","[5.884, 8.433]","[1.997, 10]",0.506,0.672,1,NA
"Eastern Bering Sea","Gadus chalcogrammus","2017","2","5",160,133,133,184,"0.0000e+00",115.652,10,"[5.075, 10]",0.95,"[3.301, 10]","[3.288, 10]","[6.644, 9.206]","[3.522, 10]",0.831,0.908,1,NA
"Eastern Bering Sea","Gadus chalcogrammus","2017","3","4",137,81,69,184,"0.0037",60.31,1.079,"[1.003, 1.142]",0.95,"[0.321, 1.832]","[0.303, 1.914]","[0.367, 1.834]","[0.355, 1.848]",0.463,0.633,0.852,NA
"Eastern Bering Sea","Gadus chalcogrammus","2017","3","5",137,133,111,184,"1.8750e-05",99.027,1.569,"[1.501, 1.632]",0.95,"[0.847, 2.349]","[0.801, 2.354]","[0.866, 2.285]","[0.854, 2.297]",0.698,0.822,0.835,NA
"Eastern Bering Sea","Gadus chalcogrammus","2017","4","5",81,133,77,184,"1.5538e-10",58.549,2.768,"[2.595, 2.887]",0.95,"[1.728, 3.932]","[1.681, 4.165]","[1.79, 3.946]","[1.762, 4.001]",0.562,0.72,0.951,NA
"Eastern Bering Sea","Gadus chalcogrammus","2018","1","2",140,160,136,184,"3.6621e-11",121.739,3.315,"[3.125, 3.461]",0.95,"[2.136, 4.553]","[2.114, 4.792]","[2.248, 4.555]","[2.212, 4.619]",0.829,0.907,0.971,NA
"Eastern Bering Sea","Gadus chalcogrammus","2018","1","3",140,140,119,184,"2.6165e-06",106.522,1.813,"[1.737, 1.883]",0.95,"[1.032, 2.602]","[1.004, 2.643]","[1.075, 2.567]","[1.062, 2.581]",0.739,0.85,0.85,NA
"Eastern Bering Sea","Gadus chalcogrammus","2018","1","4",140,103,101,184,"0.0000e+00",78.37,3.974,"[3.663, 4.187]",0.95,"[2.584, 5.776]","[2.55, 6.163]","[2.716, 5.674]","[2.662, 5.831]",0.711,0.831,0.981,NA
"Eastern Bering Sea","Gadus chalcogrammus","2018","1","5",140,136,120,184,"7.7168e-10",103.478,2.333,"[2.252, 2.406]",0.95,"[1.542, 3.135]","[1.508, 3.201]","[1.58, 3.117]","[1.566, 3.133]",0.769,0.87,0.882,NA
"Eastern Bering Sea","Gadus chalcogrammus","2018","2","3",160,140,139,184,"0.0000e+00",121.739,4.983,"[4.433, 5.41]",0.95,"[3.154, 8.043]","[3.071, 8.75]","[3.341, 7.592]","[3.227, 8.066]",0.863,0.927,0.993,NA
"Eastern Bering Sea","Gadus chalcogrammus","2018","2","4",160,103,102,184,"1.3202e-08",89.565,3.684,"[3.143, 4.096]",0.95,"[1.847, 6.721]","[1.816, 7.428]","[2.071, 6.278]","[1.964, 6.744]",0.634,0.776,0.99,NA
"Eastern Bering Sea","Gadus chalcogrammus","2018","2","5",160,136,134,184,"0.0000e+00",118.261,4.006,"[3.684, 4.238]",0.95,"[2.586, 5.846]","[2.513, 6.235]","[2.699, 5.735]","[2.636, 5.899]",0.827,0.905,0.985,NA
"Eastern Bering Sea","Gadus chalcogrammus","2018","3","4",140,103,91,184,"1.9703e-05",78.37,1.591,"[1.512, 1.656]",0.95,"[0.805, 2.366]","[0.8, 2.439]","[0.866, 2.357]","[0.854, 2.372]",0.599,0.749,0.883,NA
"Eastern Bering Sea","Gadus chalcogrammus","2018","3","5",140,136,118,184,"6.1039e-08",103.478,2.033,"[1.956, 2.102]",0.95,"[1.266, 2.844]","[1.226, 2.87]","[1.296, 2.791]","[1.283, 2.806]",0.747,0.855,0.868,NA
"Eastern Bering Sea","Gadus chalcogrammus","2018","4","5",103,136,96,184,"1.1511e-11",76.13,2.627,"[2.513, 2.712]",0.95,"[1.74, 3.634]","[1.713, 3.681]","[1.796, 3.554]","[1.778, 3.581]",0.671,0.803,0.932,NA
"Eastern Bering Sea","Gadus chalcogrammus","2019","1","2",143,121,110,184,"9.0504e-09",94.038,2.192,"[2.105, 2.266]",0.95,"[1.393, 3.089]","[1.354, 3.096]","[1.428, 3.003]","[1.414, 3.021]",0.714,0.833,0.909,NA
"Eastern Bering Sea","Gadus chalcogrammus","2019","1","3",143,161,139,184,"3.7115e-11",125.125,3.371,"[3.177, 3.52]",0.95,"[2.163, 4.618]","[2.155, 4.858]","[2.293, 4.619]","[2.255, 4.683]",0.842,0.914,0.972,NA
"Eastern Bering Sea","Gadus chalcogrammus","2019","1","4",143,145,128,184,"9.2551e-10",112.69,2.468,"[2.377, 2.549]",0.95,"[1.639, 3.353]","[1.592, 3.39]","[1.673, 3.296]","[1.657, 3.315]",0.8,0.889,0.895,NA
"Eastern Bering Sea","Gadus chalcogrammus","2019","1","5",143,92,90,184,"6.9100e-12",71.5,3.484,"[3.174, 3.694]",0.95,"[2.104, 5.282]","[2.066, 5.668]","[2.231, 5.18]","[2.177, 5.337]",0.621,0.766,0.978,NA
"Eastern Bering Sea","Gadus chalcogrammus","2019","2","3",121,161,121,184,"8.2767e-13",105.875,10,"[4.559, 10]",0.95,"[2.805, 10]","[2.781, 10]","[6.39, 8.947]","[3.013, 10]",0.752,0.858,1,NA
"Eastern Bering Sea","Gadus chalcogrammus","2019","2","4",121,145,110,184,"7.3200e-08",95.353,2.066,"[1.978, 2.14]",0.95,"[1.257, 2.963]","[1.224, 2.97]","[1.298, 2.878]","[1.284, 2.896]",0.705,0.827,0.909,NA
"Eastern Bering Sea","Gadus chalcogrammus","2019","2","5",121,92,84,184,"0.0000e+00",60.5,2.73,"[2.628, 2.807]",0.95,"[1.916, 3.612]","[1.864, 3.717]","[1.94, 3.605]","[1.925, 3.627]",0.651,0.789,0.913,NA
"Eastern Bering Sea","Gadus chalcogrammus","2019","3","4",161,145,143,184,"0.0000e+00",126.875,4.379,"[4.051, 4.622]",0.95,"[2.901, 6.241]","[2.854, 6.63]","[3.049, 6.124]","[2.982, 6.292]",0.877,0.935,0.986,NA
"Eastern Bering Sea","Gadus chalcogrammus","2019","3","5",161,92,92,184,"4.9520e-08",80.5,10,"[3.752, 10]",0.95,"[2.017, 10]","[1.982, 10]","[5.991, 8.542]","[2.213, 10]",0.571,0.727,1,NA
"Eastern Bering Sea","Gadus chalcogrammus","2019","4","5",145,92,86,184,"1.2282e-06",72.5,2.071,"[1.944, 2.164]",0.95,"[1.13, 3.021]","[1.109, 3.204]","[1.199, 3.058]","[1.179, 3.09]",0.57,0.726,0.935,NA
"Eastern Bering Sea","Gadus macrocephalus","1982","1","2",126,128,116,184,"0.0000e+00",87.652,3.757,"[3.642, 3.85]",0.95,"[2.865, 4.727]","[2.81, 4.807]","[2.9, 4.684]","[2.88, 4.711]",0.841,0.913,0.921,NA
"Eastern Bering Sea","Gadus macrocephalus","1982","1","3",126,109,98,184,"0.0000e+00",74.641,2.686,"[2.6, 2.755]",0.95,"[1.878, 3.568]","[1.87, 3.577]","[1.939, 3.486]","[1.926, 3.504]",0.715,0.834,0.899,NA
"Eastern Bering Sea","Gadus macrocephalus","1982","1","4",126,45,41,184,"8.6938e-05",30.815,1.865,"[1.691, 1.986]",0.95,"[0.804, 3.034]","[0.769, 3.267]","[0.88, 3.047]","[0.852, 3.102]",0.315,0.48,0.911,NA
"Eastern Bering Sea","Gadus macrocephalus","1982","1","5",126,105,101,184,"0.0000e+00",71.902,3.968,"[3.789, 4.095]",0.95,"[2.871, 5.158]","[2.848, 5.394]","[2.963, 5.168]","[2.933, 5.226]",0.777,0.874,0.962,NA
"Eastern Bering Sea","Gadus macrocephalus","1982","2","3",128,109,101,184,"0.0000e+00",75.826,3.088,"[2.981, 3.17]",0.95,"[2.228, 3.982]","[2.194, 4.1]","[2.275, 3.984]","[2.258, 4.008]",0.743,0.852,0.927,NA
"Eastern Bering Sea","Gadus macrocephalus","1982","2","4",128,45,40,184,"8e-04",31.304,1.527,"[1.381, 1.63]",0.95,"[0.568, 2.564]","[0.511, 2.767]","[0.609, 2.592]","[0.586, 2.633]",0.301,0.462,0.889,NA
"Eastern Bering Sea","Gadus macrocephalus","1982","2","5",128,105,98,184,"0.0000e+00",73.043,3.108,"[2.992, 3.194]",0.95,"[2.211, 4.133]","[2.186, 4.172]","[2.27, 4.043]","[2.252, 4.07]",0.726,0.841,0.933,NA
"Eastern Bering Sea","Gadus macrocephalus","1982","3","4",109,45,30,184,"0.296",26.658,0.416,"[0.348, 0.476]",0.95,"[-0.317, 1.14]","[-0.335, 1.2]","[-0.274, 1.13]","[-0.285, 1.142]",0.242,0.39,0.667,NA
"Eastern Bering Sea","Gadus macrocephalus","1982","3","5",109,105,81,184,"1.3589e-08",62.201,1.805,"[1.747, 1.855]",0.95,"[1.146, 2.47]","[1.12, 2.517]","[1.172, 2.459]","[1.163, 2.468]",0.609,0.757,0.771,NA
"Eastern Bering Sea","Gadus macrocephalus","1982","4","5",45,105,38,184,"1.2356e-05",25.679,1.755,"[1.643, 1.837]",0.95,"[0.881, 2.742]","[0.851, 2.798]","[0.932, 2.673]","[0.915, 2.699]",0.339,0.507,0.844,NA
"Eastern Bering Sea","Gadus macrocephalus","1983","1","2",69,68,52,184,"0.0000e+00",25.5,2.917,"[2.837, 2.985]",0.95,"[2.133, 3.696]","[2.119, 3.775]","[2.186, 3.692]","[2.174, 3.707]",0.612,0.759,0.765,NA
"Eastern Bering Sea","Gadus macrocephalus","1983","1","3",69,102,64,184,"0.0000e+00",38.25,3.236,"[3.09, 3.338]",0.95,"[2.231, 4.271]","[2.229, 4.474]","[2.325, 4.3]","[2.302, 4.34]",0.598,0.749,0.928,NA
"Eastern Bering Sea","Gadus macrocephalus","1983","1","4",69,111,68,184,"0.0000e+00",41.625,4.713,"[4.178, 5.113]",0.95,"[2.968, 7.732]","[2.887, 8.439]","[3.128, 7.294]","[3.028, 7.756]",0.607,0.756,0.986,NA
"Eastern Bering Sea","Gadus macrocephalus","1983","1","5",69,113,65,184,"0.0000e+00",42.375,3.105,"[2.932, 3.223]",0.95,"[2.074, 4.267]","[2.022, 4.5]","[2.13, 4.281]","[2.102, 4.336]",0.556,0.714,0.942,NA
"Eastern Bering Sea","Gadus macrocephalus","1983","2","3",68,102,66,184,"0.0000e+00",37.696,4.271,"[3.961, 4.481]",0.95,"[2.903, 6.068]","[2.857, 6.455]","[3.021, 5.967]","[2.967, 6.123]",0.635,0.776,0.971,NA
"Eastern Bering Sea","Gadus macrocephalus","1983","2","4",68,111,65,184,"0.0000e+00",41.022,3.477,"[3.258, 3.625]",0.95,"[2.287, 4.855]","[2.271, 5.139]","[2.399, 4.837]","[2.363, 4.921]",0.57,0.726,0.956,NA
"Eastern Bering Sea","Gadus macrocephalus","1983","2","5",68,113,62,184,"3.4474e-11",41.761,2.564,"[2.44, 2.652]",0.95,"[1.658, 3.5]","[1.627, 3.682]","[1.712, 3.538]","[1.694, 3.569]",0.521,0.685,0.912,NA
"Eastern Bering Sea","Gadus macrocephalus","1983","3","4",102,111,98,184,"0.0000e+00",61.533,4.814,"[4.621, 4.958]",0.95,"[3.702, 6.055]","[3.631, 6.296]","[3.76, 6.056]","[3.725, 6.121]",0.852,0.92,0.961,NA
"Eastern Bering Sea","Gadus macrocephalus","1983","3","5",102,113,95,184,"0.0000e+00",62.641,3.842,"[3.718, 3.937]",0.95,"[2.884, 4.942]","[2.881, 4.948]","[2.972, 4.81]","[2.952, 4.841]",0.792,0.884,0.931,NA
"Eastern Bering Sea","Gadus macrocephalus","1983","4","5",111,113,104,184,"0.0000e+00",68.168,4.604,"[4.454, 4.723]",0.95,"[3.546, 5.676]","[3.533, 5.838]","[3.644, 5.671]","[3.616, 5.712]",0.867,0.929,0.937,NA
"Eastern Bering Sea","Gadus macrocephalus","1984","1","2",72,98,63,184,"0.0000e+00",38.348,2.717,"[2.623, 2.788]",0.95,"[1.89, 3.599]","[1.882, 3.655]","[1.953, 3.553]","[1.939, 3.573]",0.589,0.741,0.875,NA
"Eastern Bering Sea","Gadus macrocephalus","1984","1","3",72,92,56,184,"1.0427e-09",36,1.988,"[1.922, 2.042]",0.95,"[1.281, 2.694]","[1.27, 2.749]","[1.326, 2.682]","[1.316, 2.693]",0.519,0.683,0.778,NA
"Eastern Bering Sea","Gadus macrocephalus","1984","1","4",72,114,66,184,"4.2759e-12",44.609,2.671,"[2.546, 2.759]",0.95,"[1.763, 3.608]","[1.733, 3.789]","[1.818, 3.646]","[1.799, 3.677]",0.55,0.71,0.917,NA
"Eastern Bering Sea","Gadus macrocephalus","1984","1","5",72,117,60,184,"8.4767e-06",45.783,1.565,"[1.491, 1.625]",0.95,"[0.852, 2.309]","[0.809, 2.386]","[0.869, 2.308]","[0.859, 2.322]",0.465,0.635,0.833,NA
"Eastern Bering Sea","Gadus macrocephalus","1984","2","3",98,92,84,184,"0.0000e+00",49,4.029,"[3.909, 4.124]",0.95,"[3.074, 5.021]","[3.074, 5.113]","[3.164, 4.981]","[3.144, 5.01]",0.792,0.884,0.913,NA
"Eastern Bering Sea","Gadus macrocephalus","1984","2","4",98,114,94,184,"0.0000e+00",60.717,4.313,"[4.131, 4.444]",0.95,"[3.195, 5.515]","[3.179, 5.751]","[3.298, 5.523]","[3.266, 5.582]",0.797,0.887,0.959,NA
"Eastern Bering Sea","Gadus macrocephalus","1984","2","5",98,117,92,184,"0.0000e+00",62.315,3.594,"[3.463, 3.691]",0.95,"[2.625, 4.577]","[2.62, 4.747]","[2.712, 4.596]","[2.691, 4.63]",0.748,0.856,0.939,NA
"Eastern Bering Sea","Gadus macrocephalus","1984","3","4",92,114,89,184,"0.0000e+00",57,4.343,"[4.118, 4.499]",0.95,"[3.175, 5.742]","[3.108, 6.027]","[3.242, 5.72]","[3.204, 5.806]",0.761,0.864,0.967,NA
